id,username,created_at,lng,lat,text
1527336665768812552,annika_nandi,Thu May 19 17:13:32 +0000 2022,7.406993,6.5168835000000005,"Hi, I'm Annika and I'm new in Saudi Arabia. Chat me on WhatsApp +966560827665 for massage and happy ending.… https://t.co/mw9vb2R7Ew"
1527336681375817742,Thereisasong11,Thu May 19 17:13:36 +0000 2022,-95.0793845,39.1113665,@SolidarityCoUK Happy Birthday silly man! ♥️♥️
1527336688124837893,wahyu_abizar,Thu May 19 17:13:37 +0000 2022,110.43945049999999,-7.395229499999999,"@Beenetworkintl happy birthday from Indonesia in my country at exactly 00:01 Indonesian time on the 20th, I'm a bee… https://t.co/NRFuQddRXk"
1527336740822085632,kingswing10001,Thu May 19 17:13:50 +0000 2022,-91.0907995,30.4591,Happy #ThickDickThursday ladies @kingswing10001 #ebonybbc #BatonRouge #alwayssmiling https://t.co/3Q9P0Gn7Pw
1527336780911243264,bvelarde4094,Thu May 19 17:13:59 +0000 2022,-77.316513,37.510611,Happy birthday to my killer counterpart! @SY569R #lifeatatt #attemployee Nice work on the grub @mindymcdonald
1527336788674502684,cireeeric,Thu May 19 17:14:01 +0000 2022,-74.03511549999999,40.2381125,happy 10 year anniversary to the worlds current best club in the world (this is true bc of the club world cup im no… https://t.co/Qn5ZX246eO
1527336843338911744,explaurenaround,Thu May 19 17:14:14 +0000 2022,-77.616979,37.688263500000005,"I don’t know you, (yet?), but Happy Birthday @Toddmartens ! https://t.co/9mJo9hNG6f FYI I sent you an email—John Ar… https://t.co/FNXizCmX5X"
1527336864121643014,noladt,Thu May 19 17:14:19 +0000 2022,-76.920117,38.6035215,"Lorraine Hansberry was a playwright, being the first African American to have a play (Raisin in the Sun) performed… https://t.co/l2ypm7b5Mb"
1527336870371155974,rquickenden,Thu May 19 17:14:21 +0000 2022,-0.017990000000000003,51.454107,@MichaelGillett @Microsoft @windowsinsider @amanda_lango @panos_panay Happy 10 years (or is that 11!)
1527336873323946000,asmi248,Thu May 19 17:14:21 +0000 2022,-91.18824,30.459788,"Happy to be hosting Dr. LaKeitha Poole,  Director of Student-Athlete Mental Health of @LSUsports, to kick off the f… https://t.co/ys5W42whWR"
1527336902365306899,Autographs_Plus,Thu May 19 17:14:28 +0000 2022,-83.5452185,35.879209,@KellieOMary1 Happy Birthday little man!
